IS	651	327	327	0	0
IS	652	372	371	1	0
IS	653	354	354	0	0
IS	654	337	337	0	0
IS	655	328	328	0	0
IS	656	328	328	0	0
IS	657	324	324	0	0
IS	658	337	337	0	0
IS	659	355	355	0	0
IS	660	334	333	0	1
IS	661	310	310	0	0
IS	662	344	344	0	0
IS	663	344	344	0	0
IS	664	332	332	0	0
IS	665	282	282	0	0
IS	666	322	322	0	0
IS	667	294	294	0	0
IS	668	317	317	0	0
IS	669	321	321	0	0
IS	670	318	318	0	0
IS	671	301	301	0	0
IS	672	305	304	0	1
IS	673	301	300	0	1
IS	674	296	296	0	0
IS	675	280	280	0	0
IS	676	308	308	0	0
IS	677	314	314	0	0
IS	678	302	301	1	0
IS	679	298	298	0	0
IS	680	279	279	0	0
IS	681	268	268	0	0
IS	682	284	284	0	0
IS	683	264	264	0	0
IS	684	292	292	0	0
IS	685	284	283	1	0
IS	686	296	295	1	0
IS	687	277	277	0	0
IS	688	254	254	0	0
IS	689	249	249	0	0
IS	690	244	244	0	0
IS	691	275	275	0	0
IS	692	268	268	0	0
IS	693	316	316	0	0
IS	694	249	249	0	0
IS	695	273	273	0	0
IS	696	284	284	0	0
IS	697	246	246	0	0
IS	698	265	265	0	0
IS	699	268	267	1	0
IS	700	265	265	0	0
IS	701	258	258	0	0
IS	702	244	244	0	0
IS	703	257	257	0	0
IS	704	239	239	0	0
IS	705	258	257	0	1
IS	706	231	231	0	0
IS	707	252	252	0	0
IS	708	238	238	0	0
IS	709	245	244	1	0
IS	710	245	244	1	0
IS	711	245	243	2	0
IS	712	241	241	0	0
IS	713	229	229	0	0
IS	714	263	263	0	0
IS	715	219	219	0	0
IS	716	210	210	0	0
IS	717	215	215	0	0
IS	718	249	249	0	0
IS	719	200	199	0	1
IS	720	210	210	0	0
IS	721	220	220	0	0
IS	722	213	212	1	0
IS	723	233	232	1	0
IS	724	197	197	0	0
IS	725	231	230	0	1
IS	726	237	237	0	0
IS	727	229	229	0	0
IS	728	217	217	0	0
IS	729	212	212	0	0
IS	730	207	206	0	1
IS	731	178	178	0	0
IS	732	217	217	0	0
IS	733	198	198	0	0
IS	734	199	199	0	0
IS	735	187	185	1	1
IS	736	180	179	1	0
IS	737	178	178	0	0
IS	738	188	188	0	0
IS	739	195	195	0	0
IS	740	210	210	0	0
IS	741	194	193	1	0
IS	742	182	181	0	1
IS	743	194	194	0	0
IS	744	170	170	0	0
IS	745	163	162	1	0
IS	746	183	183	0	0
IS	747	177	177	0	0
IS	748	167	167	0	0
IS	749	172	172	0	0
IS	750	194	194	0	0
IS	751	178	178	0	0
IS	752	161	161	0	0
IS	753	180	180	0	0
IS	754	168	168	0	0
IS	755	190	190	0	0
IS	756	171	171	0	0
IS	757	163	163	0	0
IS	758	173	173	0	0
IS	759	168	168	0	0
IS	760	166	165	1	0
IS	761	175	175	0	0
IS	762	165	165	0	0
IS	763	169	169	0	0
IS	764	148	148	0	0
IS	765	133	133	0	0
IS	766	144	144	0	0
IS	767	163	163	0	0
IS	768	143	142	1	0
IS	769	151	151	0	0
IS	770	157	157	0	0
IS	771	157	156	0	1
IS	772	155	155	0	0
IS	773	155	155	0	0
IS	774	166	166	0	0
IS	775	137	136	0	1
IS	776	153	153	0	0
IS	777	145	145	0	0
IS	778	136	134	2	0
IS	779	135	134	1	0
IS	780	127	127	0	0
IS	781	135	135	0	0
IS	782	138	138	0	0
IS	783	140	140	0	0
IS	784	132	132	0	0
IS	785	138	138	0	0
IS	786	142	142	0	0
IS	787	120	120	0	0
IS	788	133	133	0	0
IS	789	141	141	0	0
IS	790	119	119	0	0
IS	791	137	137	0	0
IS	792	128	128	0	0
IS	793	124	124	0	0
IS	794	132	132	0	0
IS	795	132	132	0	0
IS	796	117	117	0	0
IS	797	140	140	0	0
IS	798	143	143	0	0
IS	799	121	121	0	0
IS	800	112	111	1	0
IS	801	144	144	0	0
IS	802	121	121	0	0
IS	803	106	105	0	1
IS	804	115	114	0	1
IS	805	119	119	0	0
IS	806	112	112	0	0
IS	807	92	92	0	0
IS	808	113	113	0	0
IS	809	107	107	0	0
IS	810	115	115	0	0
IS	811	112	112	0	0
IS	812	115	115	0	0
IS	813	116	115	1	0
IS	814	127	127	0	0
IS	815	109	109	0	0
IS	816	108	108	0	0
IS	817	115	115	0	0
# Read lengths. Use `grep ^RL | cut -f 2-` to extract this part. The columns are: read length, count
RL	1	1
RL	7	1
RL	13	1
RL	14	1
RL	16	1
RL	17	3
RL	18	2
RL	19	3
RL	20	3
RL	22	6
RL	23	5
RL	24	2
RL	25	10
RL	26	7
RL	27	5
RL	28	4
RL	29	5
RL	30	6
RL	31	4
RL	32	4
RL	33	3
RL	34	5
RL	35	7
RL	36	14
RL	37	11
RL	38	11
RL	39	3
RL	40	6
RL	41	11
RL	42	8
RL	43	10
RL	44	10
RL	45	16
RL	46	13
RL	47	11
RL	48	7
RL	49	15
RL	50	10
RL	51	9
RL	52	6
RL	53	7
RL	54	9
RL	55	9
RL	56	16
RL	57	12
RL	58	12
RL	59	8
RL	60	9
RL	61	15
RL	62	14
RL	63	6
RL	64	11
RL	81	3286264
# Read lengths - first fragments. Use `grep ^FRL | cut -f 2-` to extract this part. The columns are: read length, count
FRL	1	1
FRL	13	1
FRL	17	2
FRL	18	1
FRL	19	3
FRL	20	2
FRL	22	4
FRL	23	2
FRL	24	1
FRL	25	7
FRL	26	6
FRL	27	4
FRL	28	3
FRL	29	3
FRL	30	4
FRL	31	2
FRL	32	3
FRL	33	1
FRL	34	4
FRL	35	5
FRL	36	10
FRL	37	8
FRL	38	10
FRL	39	2
FRL	40	4
FRL	41	9
FRL	42	6
FRL	43	6
FRL	44	8
FRL	45	13
FRL	46	10
FRL	47	9
FRL	48	6
FRL	49	10
FRL	50	8
FRL	51	7
FRL	52	6
FRL	53	4
FRL	54	9
FRL	55	8
FRL	56	14
FRL	57	9
FRL	58	9
FRL	59	6
FRL	60	7
FRL	61	12
FRL	62	13
FRL	63	4
FRL	64	10
FRL	81	1643030
# Read lengths - last fragments. Use `grep ^LRL | cut -f 2-` to extract this part. The columns are: read length, count
LRL	7	1
LRL	14	1
LRL	16	1
LRL	17	1
LRL	18	1
LRL	20	1
LRL	22	2
LRL	23	3
LRL	24	1
LRL	25	3
LRL	26	1
LRL	27	1
LRL	28	1
LRL	29	2
LRL	30	2
LRL	31	2
LRL	32	1
LRL	33	2
LRL	34	1
LRL	35	2
LRL	36	4
LRL	37	3
LRL	38	1
LRL	39	1
LRL	40	2
LRL	41	2
LRL	42	2
LRL	43	4
LRL	44	2
LRL	45	3
LRL	46	3
LRL	47	2
LRL	48	1
LRL	49	5
LRL	50	2
LRL	51	2
LRL	53	3
LRL	55	1
LRL	56	2
LRL	57	3
LRL	58	3
LRL	59	2
LRL	60	2
LRL	61	3
LRL	62	1
LRL	63	2
LRL	64	1
LRL	81	1643234
# Indel distribution. Use `grep ^ID | cut -f 2-` to extract this part. The columns are: length, number of insertions, number of deletions
ID	1	21729	33379
ID	2	4785	9270
ID	3	2244	7144
ID	4	1124	4503
ID	5	677	1050
ID	6	662	969
ID	7	130	223
ID	8	170	194
ID	9	167	3659
ID	10	115	1787
ID	11	76	410
ID	12	126	282
ID	13	24	38
ID	14	22	68
ID	15	19	119
ID	16	26	2393
ID	17	13	22
ID	18	27	52
ID	19	1	24
ID	20	0	38
ID	21	10	29
ID	22	0	6
ID	23	5	3
ID	24	0	23
ID	25	0	1
ID	26	0	3
ID	28	0	2
ID	29	0	7
ID	30	0	1
# Indels per cycle. Use `grep ^IC | cut -f 2-` to extract this part. The columns are: cycle, number of insertions (fwd), .. (rev) , number of deletions (fwd), .. (rev)
IC	3	0	1	105	114
IC	4	88	82	125	125
IC	5	114	113	143	140
IC	6	125	121	158	153
IC	7	127	103	151	174
IC	8	153	175	194	171
IC	9	149	164	223	196
IC	10	182	139	263	272
IC	11	181	154	258	313
IC	12	189	154	392	395
IC	13	194	193	399	392
IC	14	189	214	311	308
IC	15	225	211	346	332
IC	16	200	231	402	398
IC	17	246	217	440	426
IC	18	247	240	549	585
IC	19	243	216	355	380
IC	20	258	246	448	394
IC	21	209	215	528	485
IC	22	249	265	484	435
IC	23	225	254	531	525
IC	24	233	243	472	475
IC	25	258	197	523	444
IC	26	231	275	463	440
IC	27	257	282	434	416
IC	28	230	229	522	488
IC	29	224	293	518	516
IC	30	255	227	444	469
IC	31	235	263	456	483
IC	32	210	232	456	460
IC	33	248	271	589	602
IC	34	255	222	453	443
IC	35	218	250	614	657
IC	36	239	279	559	564
IC	37	289	239	553	520
IC	38	225	262	605	558
IC	39	240	258	560	639
IC	40	269	251	747	785
IC	41	254	241	478	479
IC	42	270	248	580	542
IC	43	265	221	517	497
IC	44	291	260	600	580
IC	45	212	271	1083	1062
IC	46	228	280	723	705
IC	47	279	240	631	604
IC	48	285	267	514	457
IC	49	239	239	483	409
IC	50	281	262	475	501
IC	51	208	229	504	452
IC	52	260	260	469	372
IC	53	278	246	489	443
IC	54	230	225	460	437
IC	55	216	236	416	400
IC	56	227	221	498	495
IC	57	226	216	367	416
IC	58	254	218	480	483
IC	59	211	208	479	457
IC	60	235	246	425	472
IC	61	255	245	817	698
IC	62	234	247	688	683
IC	63	244	221	570	563
IC	64	224	229	463	452
IC	65	167	169	371	347
IC	66	209	175	355	399
IC	67	216	208	368	319
IC	68	211	179	261	292
IC	69	175	175	311	316
IC	70	167	150	264	293
IC	71	154	143	445	386
IC	72	124	171	246	265
IC	73	148	127	392	419
IC	74	108	128	278	270
IC	75	117	113	176	177
IC	76	104	129	177	188
IC	77	137	176	219	232
IC	78	229	271	307	313
# Coverage distribution. Use `grep ^COV | cut -f 2-` to extract this part.
COV	[1-1]	1	40754
COV	[2-2]	2	31673
COV	[3-3]	3	29486
COV	[4-4]	4	33255
COV	[5-5]	5	41656
COV	[6-6]	6	58543
COV	[7-7]	7	85516
COV	[8-8]	8	126200
COV	[9-9]	9	180483
COV	[10-10]	10	248224
COV	[11-11]	11	329871
COV	[12-12]	12	414280
COV	[13-13]	13	509505
COV	[14-14]	14	589859
COV	[15-15]	15	667485
COV	[16-16]	16	720841
COV	[17-17]	17	756416
COV	[18-18]	18	771844
COV	[19-19]	19	763360
COV	[20-20]	20	735548
COV	[21-21]	21	686776
COV	[22-22]	22	626915
COV	[23-23]	23	561152
COV	[24-24]	24	489914
COV	[25-25]	25	421600
COV	[26-26]	26	356649
COV	[27-27]	27	295674
COV	[28-28]	28	241681
COV	[29-29]	29	195652
COV	[30-30]	30	154547
COV	[31-31]	31	122358
COV	[32-32]	32	95198
COV	[33-33]	33	73238
COV	[34-34]	34	56770
COV	[35-35]	35	42774
COV	[36-36]	36	32743
COV	[37-37]	37	25186
COV	[38-38]	38	18907
COV	[39-39]	39	14173
COV	[40-40]	40	11099
COV	[41-41]	41	8737
COV	[42-42]	42	7052
COV	[43-43]	43	5809
COV	[44-44]	44	4952
COV	[45-45]	45	4288
COV	[46-46]	46	3540
COV	[47-47]	47	3349
COV	[48-48]	48	2802
COV	[49-49]	49	2866
COV	[50-50]	50	2539
COV	[51-51]	51	2269
COV	[52-52]	52	2082
COV	[53-53]	53	1950
COV	[54-54]	54	1938
COV	[55-55]	55	1713
COV	[56-56]	56	1727
COV	[57-57]	57	1618
COV	[58-58]	58	1360
COV	[59-59]	59	1319
COV	[60-60]	60	1298
COV	[61-61]	61	1206
COV	[62-62]	62	1099
COV	[63-63]	63	1070
COV	[64-64]	64	971
COV	[65-65]	65	1025
COV	[66-66]	66	1001
COV	[67-67]	67	994
COV	[68-68]	68	937
COV	[69-69]	69	891
COV	[70-70]	70	763
COV	[71-71]	71	771
COV	[72-72]	72	670
COV	[73-73]	73	749
COV	[74-74]	74	746
COV	[75-75]	75	717
COV	[76-76]	76	622
COV	[77-77]	77	632
COV	[78-78]	78	567
COV	[79-79]	79	558
COV	[80-80]	80	554
COV	[81-81]	81	524
COV	[82-82]	82	478
COV	[83-83]	83	493
COV	[84-84]	84	479
COV	[85-85]	85	428
COV	[86-86]	86	454
COV	[87-87]	87	406
COV	[88-88]	88	425
COV	[89-89]	89	366
COV	[90-90]	90	361
COV	[91-91]	91	348
COV	[92-92]	92	327
COV	[93-93]	93	351
COV	[94-94]	94	317
COV	[95-95]	95	342
COV	[96-96]	96	302
COV	[97-97]	97	312
COV	[98-98]	98	251
COV	[99-99]	99	268
COV	[100-100]	100	246
COV	[101-101]	101	230
COV	[102-102]	102	263
COV	[103-103]	103	256
COV	[104-104]	104	269
COV	[105-105]	105	251
COV	[106-106]	106	241
COV	[107-107]	107	212
COV	[108-108]	108	199
COV	[109-109]	109	182
COV	[110-110]	110	179
COV	[111-111]	111	178
COV	[112-112]	112	223
COV	[113-113]	113	205
COV	[114-114]	114	197
COV	[115-115]	115	188
COV	[116-116]	116	195
COV	[117-117]	117	171
COV	[118-118]	118	158
COV	[119-119]	119	156
COV	[120-120]	120	183
COV	[121-121]	121	157
COV	[122-122]	122	128
COV	[123-123]	123	136
COV	[124-124]	124	126
COV	[125-125]	125	100
COV	[126-126]	126	127
COV	[127-127]	127	140
COV	[128-128]	128	124
COV	[129-129]	129	124
COV	[130-130]	130	125
COV	[131-131]	131	113
COV	[132-132]	132	111
COV	[133-133]	133	131
COV	[134-134]	134	155
COV	[135-135]	135	143
COV	[136-136]	136	114
COV	[137-137]	137	108
COV	[138-138]	138	122
COV	[139-139]	139	117
COV	[140-140]	140	118
COV	[141-141]	141	86
COV	[142-142]	142	94
COV	[143-143]	143	121
COV	[144-144]	144	124
COV	[145-145]	145	145
COV	[146-146]	146	105
COV	[147-147]	147	93
COV	[148-148]	148	95
COV	[149-149]	149	88
COV	[150-150]	150	100
COV	[151-151]	151	91
COV	[152-152]	152	92
COV	[153-153]	153	91
COV	[154-154]	154	97
COV	[155-155]	155	90
COV	[156-156]	156	93
COV	[157-157]	157	82
COV	[158-158]	158	99
COV	[159-159]	159	73
COV	[160-160]	160	92
COV	[161-161]	161	53
COV	[162-162]	162	100
COV	[163-163]	163	94
COV	[164-164]	164	82
COV	[165-165]	165	98
COV	[166-166]	166	109
COV	[167-167]	167	122
COV	[168-168]	168	63
COV	[169-169]	169	79
COV	[170-170]	170	95
COV	[171-171]	171	74
COV	[172-172]	172	72
COV	[173-173]	173	76
COV	[174-174]	174	73
COV	[175-175]	175	77
COV	[176-176]	176	101
COV	[177-177]	177	95
COV	[178-178]	178	93
COV	[179-179]	179	102
COV	[180-180]	180	103
COV	[181-181]	181	100
COV	[182-182]	182	106
COV	[183-183]	183	84
COV	[184-184]	184	120
COV	[185-185]	185	101
COV	[186-186]	186	84
COV	[187-187]	187	74
COV	[188-188]	188	81
COV	[189-189]	189	101
COV	[190-190]	190	66
COV	[191-191]	191	63
COV	[192-192]	192	71
COV	[193-193]	193	70
COV	[194-194]	194	92
COV	[195-195]	195	75
COV	[196-196]	196	74
COV	[197-197]	197	69
COV	[198-198]	198	78
COV	[199-199]	199	70
COV	[200-200]	200	57
COV	[201-201]	201	52
COV	[202-202]	202	52
COV	[203-203]	203	64
COV	[204-204]	204	52
COV	[205-205]	205	53
COV	[206-206]	206	65
COV	[207-207]	207	50
COV	[208-208]	208	43
COV	[209-209]	209	47
COV	[210-210]	210	70
COV	[211-211]	211	60
COV	[212-212]	212	68
COV	[213-213]	213	59
COV	[214-214]	214	60
COV	[215-215]	215	73
COV	[216-216]	216	60
COV	[217-217]	217	56
COV	[218-218]	218	55
COV	[219-219]	219	49
COV	[220-220]	220	54
COV	[221-221]	221	47
COV	[222-222]	222	47
COV	[223-223]	223	50
COV	[224-224]	224	52
COV	[225-225]	225	48
COV	[226-226]	226	42
COV	[227-227]	227	27
COV	[228-228]	228	35
COV	[229-229]	229	51
COV	[230-230]	230	43
COV	[231-231]	231	26
COV	[232-232]	232	59
COV	[233-233]	233	42
COV	[234-234]	234	63
COV	[235-235]	235	55
COV	[236-236]	236	54
COV	[237-237]	237	41
COV	[238-238]	238	41
COV	[239-239]	239	49
COV	[240-240]	240	38
COV	[241-241]	241	37
COV	[242-242]	242	41
COV	[243-243]	243	30
COV	[244-244]	244	22
COV	[245-245]	245	35
COV	[246-246]	246	40
COV	[247-247]	247	34
COV	[248-248]	248	25
COV	[249-249]	249	29
COV	[250-250]	250	23
COV	[251-251]	251	28
COV	[252-252]	252	17
COV	[253-253]	253	21
COV	[254-254]	254	29
COV	[255-255]	255	31
COV	[256-256]	256	36
COV	[257-257]	257	37
COV	[258-258]	258	31
COV	[259-259]	259	38
COV	[260-260]	260	26
COV	[261-261]	261	20
COV	[262-262]	262	21
COV	[263-263]	263	31
COV	[264-264]	264	19
COV	[265-265]	265	25
COV	[266-266]	266	22
COV	[267-267]	267	41
COV	[268-268]	268	32
COV	[269-269]	269	24
COV	[270-270]	270	22
COV	[271-271]	271	19
COV	[272-272]	272	28
COV	[273-273]	273	17
COV	[274-274]	274	12
COV	[275-275]	275	18
COV	[276-276]	276	18
COV	[277-277]	277	16
COV	[278-278]	278	11
COV	[279-279]	279	11
COV	[280-280]	280	11
COV	[281-281]	281	17
COV	[282-282]	282	20
COV	[283-283]	283	14
COV	[284-284]	284	16
COV	[285-285]	285	25
COV	[286-286]	286	16
COV	[287-287]	287	12
COV	[288-288]	288	17
COV	[289-289]	289	19
COV	[290-290]	290	12
COV	[291-291]	291	11
COV	[292-292]	292	17
COV	[293-293]	293	19
COV	[294-294]	294	13
COV	[295-295]	295	8
COV	[296-296]	296	10
COV	[297-297]	297	8
COV	[298-298]	298	11
COV	[299-299]	299	12
COV	[300-300]	300	4
COV	[301-301]	301	6
COV	[302-302]	302	5
COV	[303-303]	303	8
COV	[304-304]	304	6
COV	[305-305]	305	4
COV	[306-306]	306	15
COV	[307-307]	307	9
COV	[308-308]	308	12
COV	[309-309]	309	14
COV	[310-310]	310	14
COV	[311-311]	311	18
COV	[312-312]	312	11
COV	[313-313]	313	11
COV	[314-314]	314	15
COV	[315-315]	315	9
COV	[316-316]	316	5
COV	[317-317]	317	7
COV	[318-318]	318	11
COV	[319-319]	319	4
COV	[320-320]	320	9
COV	[321-321]	321	4
COV	[322-322]	322	5
COV	[323-323]	323	7
COV	[324-324]	324	11
COV	[325-325]	325	11
COV	[326-326]	326	5
COV	[327-327]	327	4
COV	[328-328]	328	10
COV	[329-329]	329	8
COV	[330-330]	330	6
COV	[331-331]	331	5
COV	[332-332]	332	4
COV	[333-333]	333	6
COV	[334-334]	334	3
COV	[335-335]	335	2
COV	[336-336]	336	6
COV	[337-337]	337	5
COV	[338-338]	338	2
COV	[339-339]	339	3
COV	[340-340]	340	3
COV	[341-341]	341	3
COV	[342-342]	342	3
COV	[343-343]	343	5
COV	[344-344]	344	6
COV	[345-345]	345	3
COV	[346-346]	346	3
COV	[347-347]	347	9
COV	[348-348]	348	7
COV	[349-349]	349	7
COV	[350-350]	350	3
COV	[351-351]	351	7
COV	[352-352]	352	4
COV	[353-353]	353	3
COV	[354-354]	354	2
COV	[355-355]	355	3
COV	[356-356]	356	1
COV	[359-359]	359	2
COV	[361-361]	361	2
COV	[363-363]	363	3
COV	[366-366]	366	1
COV	[367-367]	367	1
COV	[369-369]	369	1
COV	[371-371]	371	1
COV	[374-374]	374	1
COV	[375-375]	375	1
COV	[376-376]	376	6
COV	[381-381]	381	1
COV	[383-383]	383	1
COV	[386-386]	386	2
COV	[387-387]	387	1
COV	[389-389]	389	1
COV	[395-395]	395	1
COV	[399-399]	399	2
COV	[400-400]	400	1
COV	[402-402]	402	2
COV	[403-403]	403	3
COV	[405-405]	405	3
COV	[406-406]	406	2
COV	[412-412]	412	1
COV	[413-413]	413	1
COV	[419-419]	419	1
COV	[423-423]	423	1
COV	[428-428]	428	2
COV	[429-429]	429	2
COV	[436-436]	436	1
COV	[437-437]	437	1
COV	[446-446]	446	1
COV	[449-449]	449	2
COV	[450-450]	450	1
COV	[453-453]	453	1
COV	[456-456]	456	1
COV	[459-459]	459	1
COV	[460-460]	460	2
COV	[463-463]	463	1
COV	[464-464]	464	1
COV	[465-465]	465	1
COV	[470-470]	470	3
COV	[471-471]	471	1
COV	[472-472]	472	1
COV	[473-473]	473	2
COV	[476-476]	476	1
COV	[481-481]	481	2
COV	[482-482]	482	1
COV	[485-485]	485	1
COV	[488-488]	488	1
COV	[489-489]	489	1
COV	[494-494]	494	1
COV	[503-503]	503	2
COV	[509-509]	509	1
COV	[511-511]	511	1
COV	[521-521]	521	1
COV	[522-522]	522	3
COV	[533-533]	533	1
COV	[538-538]	538	1
COV	[551-551]	551	1
COV	[552-552]	552	2
COV	[555-555]	555	1
COV	[556-556]	556	1
COV	[557-557]	557	1
COV	[558-558]	558	1
COV	[559-559]	559	1
COV	[579-579]	579	1
COV	[584-584]	584	4
COV	[585-585]	585	3
COV	[589-589]	589	1
COV	[590-590]	590	1
COV	[593-593]	593	1
COV	[596-596]	596	1
COV	[597-597]	597	1
COV	[598-598]	598	1
COV	[599-599]	599	1
COV	[601-601]	601	2
COV	[602-602]	602	1
COV	[603-603]	603	2
COV	[604-604]	604	2
COV	[607-607]	607	1
COV	[610-610]	610	2
COV	[611-611]	611	2
COV	[613-613]	613	1
COV	[616-616]	616	1
COV	[617-617]	617	1
COV	[618-618]	618	1
COV	[619-619]	619	2
COV	[620-620]	620	1
COV	[621-621]	621	2
COV	[626-626]	626	2
COV	[627-627]	627	1
COV	[629-629]	629	2
COV	[632-632]	632	1
COV	[636-636]	636	1
COV	[639-639]	639	1
COV	[640-640]	640	1
COV	[641-641]	641	1
COV	[646-646]	646	1
COV	[656-656]	656	2
COV	[657-657]	657	2
COV	[658-658]	658	2
COV	[659-659]	659	1
COV	[660-660]	660	1
COV	[662-662]	662	3
COV	[663-663]	663	2
COV	[664-664]	664	2
COV	[666-666]	666	1
COV	[667-667]	667	4
COV	[668-668]	668	1
COV	[669-669]	669	1
COV	[670-670]	670	1
COV	[672-672]	672	2
COV	[673-673]	673	2
COV	[674-674]	674	1
COV	[677-677]	677	1
COV	[678-678]	678	1
COV	[679-679]	679	4
COV	[681-681]	681	1
COV	[682-682]	682	4
COV	[684-684]	684	1
COV	[685-685]	685	1
COV	[686-686]	686	2
COV	[687-687]	687	2
COV	[689-689]	689	3
COV	[690-690]	690	2
COV	[691-691]	691	4
COV	[692-692]	692	1
COV	[693-693]	693	2
COV	[695-695]	695	2
COV	[697-697]	697	2
COV	[698-698]	698	2
COV	[700-700]	700	2
COV	[702-702]	702	2
COV	[704-704]	704	2
COV	[705-705]	705	1
COV	[707-707]	707	2
COV	[708-708]	708	2
COV	[709-709]	709	4
COV	[711-711]	711	2
COV	[712-712]	712	3
COV	[715-715]	715	2
COV	[717-717]	717	1
COV	[721-721]	721	1
COV	[722-722]	722	2
COV	[723-723]	723	1
COV	[724-724]	724	1
COV	[725-725]	725	3
COV	[726-726]	726	3
COV	[727-727]	727	1
COV	[728-728]	728	2
COV	[730-730]	730	1
COV	[731-731]	731	2
COV	[732-732]	732	1
COV	[733-733]	733	1
COV	[736-736]	736	4
COV	[737-737]	737	5
COV	[738-738]	738	3
COV	[739-739]	739	5
COV	[740-740]	740	2
COV	[741-741]	741	3
COV	[742-742]	742	4
COV	[743-743]	743	1
COV	[744-744]	744	3
COV	[746-746]	746	1
COV	[748-748]	748	4
COV	[749-749]	749	2
COV	[750-750]	750	3
COV	[752-752]	752	4
COV	[754-754]	754	3
COV	[755-755]	755	1
COV	[756-756]	756	2
COV	[757-757]	757	3
COV	[758-758]	758	1
COV	[759-759]	759	3
COV	[760-760]	760	3
COV	[761-761]	761	3
COV	[762-762]	762	4
COV	[763-763]	763	4
COV	[764-764]	764	2
COV	[765-765]	765	2
COV	[766-766]	766	4
COV	[767-767]	767	3
COV	[768-768]	768	14
COV	[769-769]	769	3
COV	[770-770]	770	1
COV	[772-772]	772	1
COV	[773-773]	773	3
COV	[774-774]	774	4
COV	[776-776]	776	2
COV	[777-777]	777	1
COV	[778-778]	778	2
COV	[779-779]	779	2
COV	[780-780]	780	1
COV	[781-781]	781	1
COV	[782-782]	782	1
COV	[784-784]	784	1
COV	[785-785]	785	1
COV	[786-786]	786	1
COV	[787-787]	787	3
COV	[788-788]	788	1
COV	[789-789]	789	3
COV	[790-790]	790	4
COV	[791-791]	791	1
COV	[792-792]	792	2
COV	[793-793]	793	1
COV	[794-794]	794	1
COV	[796-796]	796	1
COV	[797-797]	797	2
COV	[798-798]	798	2
COV	[799-799]	799	1
COV	[800-800]	800	2
COV	[802-802]	802	2
COV	[803-803]	803	2
COV	[804-804]	804	1
COV	[805-805]	805	2
COV	[806-806]	806	1
COV	[807-807]	807	4
COV	[810-810]	810	2
COV	[812-812]	812	2
COV	[814-814]	814	1
COV	[815-815]	815	1
COV	[817-817]	817	1
COV	[818-818]	818	2
COV	[819-819]	819	1
COV	[823-823]	823	1
COV	[824-824]	824	2
COV	[825-825]	825	1
COV	[827-827]	827	2
COV	[828-828]	828	1
COV	[831-831]	831	1
COV	[832-832]	832	2
COV	[833-833]	833	1
COV	[835-835]	835	2
COV	[836-836]	836	1
COV	[837-837]	837	1
COV	[838-838]	838	1
COV	[839-839]	839	4
COV	[840-840]	840	1
COV	[841-841]	841	1
COV	[843-843]	843	3
COV	[844-844]	844	1
COV	[846-846]	846	1
COV	[847-847]	847	5
COV	[848-848]	848	2
COV	[849-849]	849	2
COV	[853-853]	853	1
COV	[854-854]	854	1
COV	[855-855]	855	2
COV	[857-857]	857	2
COV	[858-858]	858	2
COV	[859-859]	859	2
COV	[861-861]	861	2
COV	[863-863]	863	2
COV	[864-864]	864	1
COV	[865-865]	865	1
COV	[866-866]	866	1
COV	[867-867]	867	1
COV	[868-868]	868	3
COV	[869-869]	869	2
COV	[870-870]	870	2
COV	[873-873]	873	1
COV	[875-875]	875	2
COV	[879-879]	879	1
COV	[886-886]	886	2
COV	[888-888]	888	1
COV	[889-889]	889	6
COV	[890-890]	890	1
COV	[891-891]	891	3
COV	[893-893]	893	1
COV	[896-896]	896	2
COV	[897-897]	897	2
COV	[904-904]	904	1
COV	[905-905]	905	4
COV	[906-906]	906	2
COV	[907-907]	907	4
COV	[908-908]	908	4
COV	[909-909]	909	2
COV	[910-910]	910	2
COV	[911-911]	911	1
COV	[912-912]	912	4
COV	[913-913]	913	1
COV	[916-916]	916	1
COV	[917-917]	917	1
COV	[918-918]	918	2
COV	[919-919]	919	1
COV	[920-920]	920	1
COV	[921-921]	921	1
COV	[922-922]	922	3
COV	[923-923]	923	2
COV	[924-924]	924	1
COV	[925-925]	925	1
COV	[926-926]	926	1
COV	[928-928]	928	1
COV	[929-929]	929	2
COV	[932-932]	932	1
COV	[933-933]	933	1
COV	[934-934]	934	1
COV	[935-935]	935	1
COV	[936-936]	936	1
COV	[937-937]	937	1
COV	[941-941]	941	2
COV	[942-942]	942	2
COV	[945-945]	945	1
COV	[946-946]	946	2
COV	[947-947]	947	4
COV	[948-948]	948	1
COV	[950-950]	950	1
COV	[952-952]	952	2
COV	[953-953]	953	1
COV	[954-954]	954	2
COV	[955-955]	955	1
COV	[956-956]	956	1
COV	[957-957]	957	1
COV	[959-959]	959	2
COV	[960-960]	960	2
COV	[962-962]	962	2
COV	[963-963]	963	1
COV	[964-964]	964	2
COV	[965-965]	965	1
COV	[967-967]	967	1
COV	[968-968]	968	2
COV	[969-969]	969	2
COV	[970-970]	970	1
COV	[971-971]	971	2
COV	[972-972]	972	1
COV	[973-973]	973	1
COV	[974-974]	974	1
COV	[976-976]	976	2
COV	[977-977]	977	4
COV	[978-978]	978	2
COV	[979-979]	979	4
COV	[981-981]	981	1
COV	[982-982]	982	2
COV	[983-983]	983	1
COV	[984-984]	984	4
COV	[985-985]	985	1
COV	[986-986]	986	1
COV	[987-987]	987	2
COV	[988-988]	988	1
